ticker,call_date,traded,direction,excess_5d,equity
JPM,2025-04-11,0,0,0.02572387591405234,1.0
FAST,2025-04-11,0,0,0.023739362416894227,1.0
WFC,2025-04-11,1,-1,0.07162123483693805,0.928378765163062
BLK,2025-04-11,1,1,0.01894971810786983,0.9459712810602342
GS,2025-04-14,1,1,0.046248041329306155,0.9897205999630445
JNJ,2025-04-15,0,0,-0.03337972815851109,0.9897205999630445
C,2025-04-15,0,0,0.05757772069237577,0.9897205999630445
INTC,2025-04-24,1,-1,-0.0008460071072027286,0.9905579106247582
PLTR,2025-05-05,1,1,0.12656179152492752,1.1159246944026167
AMD,2025-05-06,1,1,0.1258597580063796,1.2563747063934732
NVDA,2025-05-28,0,0,0.0006632461652782418,1.2563747063934732
AVGO,2025-06-05,0,0,0.010739851430080938,1.2563747063934732
FDX,2025-06-24,1,1,0.055251055431239315,1.325790734938826
NKE,2025-06-26,1,1,0.0529429356535247,1.3959819885087315
FAST,2025-07-14,1,1,0.03240714464856498,1.4412217787371253
BLK,2025-07-15,1,1,0.019228429767157218,1.4689342104884695
C,2025-07-15,1,1,0.050314556057893034,1.5428429831674484
WFC,2025-07-15,1,1,0.03142421486698277,1.591325612576519
JPM,2025-07-15,1,1,0.022271789657761998,1.6267672818968324
GS,2025-07-16,0,0,0.008740821403144139,1.6267672818968324
JNJ,2025-07-16,1,1,0.030214467446395776,1.675919188978566
INTC,2025-07-24,1,-1,-0.04300917278422711,1.7479990869497468
PLTR,2025-08-04,0,0,0.055626670115035415,1.7479990869497468
AMD,2025-08-05,0,0,0.11144098870750851,1.7479990869497468
NVDA,2025-08-27,1,1,-0.07039768485844022,1.6249439980938174
AVGO,2025-09-04,1,1,0.05887874842219243,1.7206186669577348
FDX,2025-09-18,1,1,0.02902466126146397,1.7705590409263348
NKE,2025-09-30,1,1,-0.07583924691785748,1.6362811766388776
FAST,2025-10-13,0,0,-0.00034771789238341455,1.6362811766388776
JPM,2025-10-14,1,1,-0.04183545345021911,1.5678266116421322
JNJ,2025-10-14,1,1,0.0053049134551577115,1.576143796129587
WFC,2025-10-14,1,1,-0.03379429400797096,1.5228791292843442
BLK,2025-10-14,1,1,-0.0645812915580476,1.4245296282283664
C,2025-10-14,0,0,-0.03883057030615589,1.4245296282283664
GS,2025-10-15,1,1,-0.026474805991034467,1.3868154826925398
INTC,2025-10-23,0,0,0.03756867540684494,1.3868154826925398
PLTR,2025-11-03,0,0,-0.010338815901682397,1.3868154826925398
AMD,2025-11-04,0,0,0.0014273794077597213,1.3868154826925398
NVDA,2025-11-19,0,0,-0.06744339262140919,1.3868154826925398
AVGO,2025-12-11,1,1,-0.05265558348562771,1.3137919042644617
FDX,2025-12-18,1,1,0.0035652031086470526,1.3184758392456606
NKE,2025-12-18,0,0,0.031915044819997185,1.3184758392456606
JPM,2026-01-13,0,0,-0.01177305096038117,1.3184758392456606
C,2026-01-13,1,1,0.030910981742935273,1.3592312218410847
GS,2026-01-15,1,1,-0.032877590069706364,1.3145429749194475
BLK,2026-01-15,1,1,-0.03733714161889412,1.2654616977007578
WFC,2026-01-15,1,1,-0.005280824463825717,1.2587790166095052
FAST,2026-01-20,1,1,-0.036811510271072434,1.212441459910574
JNJ,2026-01-21,1,1,0.032932199348553404,1.2523698237668002
INTC,2026-01-22,0,0,0.027087388470532048,1.2523698237668002
PLTR,2026-02-02,1,1,-0.12011038719799239,1.1019471993190884
AMD,2026-02-03,1,1,0.05847767580386298,1.1663865103938449
NVDA,2026-02-25,0,0,0.0032080760304437073,1.1663865103938449
AVGO,2026-03-04,1,1,0.031999638269079145,1.2037104568083816
FDX,2026-03-19,1,1,-0.019139796409323284,1.1806716837292957
NKE,2026-03-31,1,1,-0.05176639009889705,1.1195525727706432
